TAG,DESCRIÇÃO,ENTRADA,SAÍDA,SEVERIDADE,ALARME,Invertido,,,
I723THH3506,TEMP MANCAL LNA MOTOR VENT INDUZIDO 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I723THH3508,TEMP MANCAL LA MOTOR VENT INDUZIDO 1,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I723THH3522,TEMP MANCAL LNA VENT INDUZIDO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I723THH3524,TEMP MANCAL LA VENT INDUZIDO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I723THH3526,TEMP MANCAL LA MOTOR VENT INDUZIDO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I723THH3528,TEMP MANCAL LNA MOTOR VENT INDUZIDO 2,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I723TLL2471,TEMP ÓLEO LUB AQUEC REGENERATIVOS,MUITO BAIXA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I723TVH3466,TEMP ÓLEO LUB AQUEC REGENERATIVOS,ALTISSIMA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I723TVL3467,TEMP ÓLEO LUB AQUEC REGENERATIVOS,BAIXISSIMA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I723ZH2001,COMPORTA 1 ADM AR QUENTE VENT FORÇADO 1,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2003,COMPORTA 2 ADM AR QUENTE VENT FORÇADO 1,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2005,COMPORTA 1 ADM AR FRIO VENT FORÇADO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2007,COMPORTA 2 ADM AR FRIO VENT FORÇADO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2011,COMPORTA 1 DESC VENT FORÇADO 1,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2013,COMPORTA 2 DESC VENT FORÇADO 1,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2031,COMPORTA 1 GASES ENTR AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2031A,COMPORTA 1 ADM AR QUENTE VENT FORÇADO 2,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2032,COMPORTA 2 GASES ENTR AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2033,COMPORTA 3 GASES ENTR AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2033A,COMPORTA 2 ADM AR QUENTE VENT FORÇADO 2,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2034,COMPORTA 4 GASES ENTR AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2035,COMPORTA 5 GASES ENTR AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2035A,COMPORTA 1 ADM AR FRIO VENT FORÇADO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2036,COMPORTA 6 GASES ENTR AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2037,COMPORTA 3 GASES SAÍDA AQ REGENERATIVO 1,,,,,,,,
I723ZH2037A,COMPORTA 2 ADM AR FRIO VENT FORÇADO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2038,COMPORTA 1 BY-PASS GASES AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2039,COMPORTA 2 BY-PASS GASES AQ REGENERATIVO 1,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2040,COMPORTA 1 GASES ENTR AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2041,COMPORTA 2 GASES ENTR AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2041A,COMPORTA 1 DESC VENT FORÇADO 2,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2042,COMPORTA 3 GASES ENTR AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2043,COMPORTA 4 GASES ENTR AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2043A,COMPORTA 2 DESC VENT FORÇADO 2,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2044,COMPORTA 5 GASES ENTR AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2045,COMPORTA 6 GASES ENTR AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2046,COMPORTA 3 GASES SAÍDA AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,,,,
I723ZH2047,COMPORTA 1 BY-PASS AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2048,COMPORTA 2 BY-PASS AQ REGENERATIVO 2,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I723ZH2059,COMPORTA 1 DESC VENT INDUZIDO 1,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2060,COMPORTA 2 DESC VENT INDUZIDO 1,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2061,COMPORTA 1 DESC VENT INDUZIDO 2,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH2062,COMPORTA 2 DESC VENT INDUZIDO 2,NÃO ABERTA,ABERTA,MEDIA,SIM,SIM,,,
I723ZH3401,MOTOR 2 AQUECEDOR REGENERATIVO 1,ACOPLADO,NÃO ACOPLADO,MEDIA,NÃO,NÃO,,,
I723ZH3402,MOTOR 1 AQUECEDOR REGENERATIVO 1,ACOPLADO,NÃO ACOPLADO,MEDIA,NÃO,NÃO,,,
I723ZH3403,MOTOR 1 AQUECEDOR REGENERATIVO 2,ACOPLADO,NÃO ACOPLADO,MEDIA,NÃO,NÃO,,,
I723ZH3404,MOTOR 2 AQUECEDOR REGENERATIVO 2,ACOPLADO,NÃO ACOPLADO,MEDIA,NÃO,NÃO,,,
I723ZL2001,VF1 - COMP ADM AR QUENTE NÃO ABERT E COMP ADM AR FRIA FECH,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I723ZL2008,VF2 - COMP ADM AR QUENTE NÃO ABERT E COMP ADM AR FRIA FECH,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I723ZL2012,COMPORTA 1 DESC VENT FORÇADO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2014,COMPORTA 2 DESC VENT FORÇADO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2031,COMPORTA 1 GASES ENTR AQ REGENERATIVO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2032,COMPORTA 2 GASES ENTR AQ REGENERATIVO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2033,COMPORTA 3 GASES ENTR AQ REGENERATIVO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2034,COMPORTA 4 GASES ENTR AQ REGENERATIVO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2035,COMPORTA 5 GASES ENTR AQ REGENERATIVO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2036,COMPORTA 6 GASES ENTR AQ REGENERATIVO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2037,COMPORTA 3 GASES SAÍDA AQ REGENERATIVO 1,,,,,,,,
I723ZL2038,COMPORTA 1 BY-PASS GASES AQ REGENERATIVO 1,NÃO FECHADA,FECHADA,MEDIA,SIM,SIM,,,
I723ZL2039,COMPORTA 2 BY-PASS GASES AQ REGENERATIVO 1,NÃO FECHADA,FECHADA,MEDIA,SIM,SIM,,,
I723ZL2040,COMPORTA 1 GASES ENTR AQ REGENERATIVO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2041,COMPORTA 2 GASES ENTR AQ REGENERATIVO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2042,COMPORTA 3 GASES ENTR AQ REGENERATIVO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2042A,COMPORTA 1 DESC VENT FORÇADO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2043,COMPORTA 4 GASES ENTR AQ REGENERATIVO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2044,COMPORTA 5 GASES ENTR AQ REGENERATIVO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2044A,COMPORTA 2 DESC VENT FORÇADO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2045,COMPORTA 6 GASES ENTR AQ REGENERATIVO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2046,COMPORTA 3 GASES SAÍDA AQ REGENERATIVO 2,,,,,,,,
I723ZL2047,COMPORTA 1 BY-PASS GASES AQ REGENERATIVO 2,NÃO FECHADA,FECHADA,MEDIA,NÃO,SIM,,,
I723ZL2048,COMPORTA 2 BY-PASS GASES AQ REGENERATIVO 2,NÃO FECHADA,FECHADA,MEDIA,NÃO,SIM,,,
I723ZL2049,COMPORTA 1 ENTR PRECIPITADOR 1 LE,,,,,,,,
I723ZL2050,COMPORTA 2 ENTR PRECIPITADOR 1 LE,,,,,,,,
I723ZL2051,COMPORTA 3 ENTR PRECIPITADOR 1 LD,,,,,,,,
I723ZL2052,COMPORTA 4 ENTR PRECIPITADOR 1 LD,,,,,,,,
I723ZL2053,COMPORTA 1 ENTR PRECIPITADOR 2 LE,,,,,,,,
I723ZL2054,COMPORTA 2 ENTR PRECIPITADOR 2 LE,,,,,,,,
I723ZL2055,COMPORTA 3 ENTR PRECIPITADOR 2 LD,,,,,,,,
I723ZL2056,COMPORTA 4 ENTR PRECIPITADOR 2 LD,,,,,,,,
I723ZL2059,COMPORTA 1 DESC VENT INDUZIDO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2060,COMPORTA 2 DESC VENT INDUZIDO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2061,COMPORTA 1 DESC VENT INDUZIDO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZL2062,COMPORTA 2 DESC VENT INDUZIDO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I723ZM2006,COMPORTA DESC VENT FORÇADO 1,NÃO ABERTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I723ZM2013,COMPORTA DESC VENT FORÇADO 2,NÃO ABERTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I723ZS2403,MOTOR 1 AQR 2 ACOPLADO E DESLIGADO,PRESENTE,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I723ZS2404,MOTOR 2 AQR 2 ACOPLADO E DESLIGADO,PRESENTE,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I723ZS3401,MOTOR 2 AQR 1 ACOPLADO E DESLIGADO,PRESENTE,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I723ZS3402,MOTOR 1 AQR 1 ACOPLADO E DESLIGADO,PRESENTE,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I724BT1111,BOTOEIRA PARADA EMERGÊNCIA MOINHO 1,PRESSIONADA,NORMALIZADO,ALTA,SIM,NÃO,,,
I724BT1211,BOTOEIRA PARADA EMERGÊNCIA MOINHO 2,PRESSIONADA,NORMALIZADO,ALTA,SIM,NÃO, ,,
I724BT1311,BOTOEIRA PARADA EMERGÊNCIA MOINHO 3,PRESSIONADA,NORMALIZADO,ALTA,SIM,NÃO,,,
I724BT1411,BOTOEIRA PARADA EMERGÊNCIA MOINHO 4,PRESSIONADA,NORMALIZADO,ALTA,SIM,NÃO,,,
I724CAF1001,AUSÊNCIA CHAMA CARVÃO FILA 1,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724CAF1002,AUSÊNCIA CHAMA CARVÃO FILA 2,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724CAF1003,AUSÊNCIA CHAMA CARVÃO FILA 3,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724CAF1004,AUSÊNCIA CHAMA CARVÃO FILA 4,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724DPH3105,PRES DIFER FILTRO ÓLEO LUBRIF MOINHO 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPH3205,PRES DIFER FILTRO ÓLEO LUBRIF MOINHO 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPH3305,PRES DIFER FILTRO ÓLEO LUBRIF MOINHO 3,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPH3405,PRES DIFER FILTRO ÓLEO LUBRIF MOINHO 4,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPL3113,PRES DIFER AR SELAGEM / AR PRIM MOINHO 1,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPL3213,PRES DIFER AR SELAGEM / AR PRIM MOINHO 2,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPL3313,PRES DIFER AR SELAGEM / AR PRIM MOINHO 3,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPL3413,PRES DIFER AR SELAGEM / AR PRIM MOINHO 4,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724DPLL3101,PRES DIFER AR SELAGEM / AR PRIM MOINHO 1,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724DPLL3201,PRES DIFER AR SELAGEM / AR PRIM MOINHO 2,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724DPLL3301,PRES DIFER AR SELAGEM / AR PRIM MOINHO 3,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724DPLL3401,PRES DIFER AR SELAGEM / AR PRIM MOINHO 4,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMD1002,VENTILADOR AR PRIMÁRIO 1,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD1006,VENTILADOR AR PRIMÁRIO 2,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD1111,MOINHO 1,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD1211,MOINHO 2,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD1311,MOINHO 3,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD1411,MOINHO 4,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3101,DESCOMPACTADOR ALIMENTADOR 1,,,,,,,,
I724EMD3102,ALIMENTADOR CARVÃO 1,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3103,RASPADOR ALIMENTADOR 1,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3110,VENTILADOR AR SELAGEM MOINHO 1,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3201,DESCOMPACTADOR ALIMENTADOR 2,,,,,,,,
I724EMD3202,ALIMENTADOR CARVÃO 2,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3203,RASPADOR ALIMENTADOR 2,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3210,VENTILADOR AR SELAGEM MOINHO 2,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3301,DESCOMPACTADOR ALIMENTADOR 3,,,,,,,,
I724EMD3302,ALIMENTADOR CARVÃO 3,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3303,RASPADOR ALIMENTADOR 3,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3310,VENTILADOR AR SELAGEM MOINHO 3,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3401,DESCOMPACTADOR ALIMENTADOR 4,,,,,,,,
I724EMD3402,ALIMENTADOR CARVÃO 4,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3403,RASPADOR ALIMENTADOR 4,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMT3403,ALIMENTADOR 4 LIGADO/RASPADOR DESLIGADO,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMD3410,VENTILADOR AR SELAGEM MOINHO 4,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3501,VENTILADOR 1 AR IGNIÇÃO/RESF DET CHAMA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3502,VENTILADOR 2 AR IGNIÇÃO/RESF DET CHAMA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EMD3503,VENTILADOR 3 AR IGNIÇÃO/RESF DET CHAMA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I724EML1002,VENTILADOR AR PRIMÁRIO 1,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML1006,VENTILADOR AR PRIMÁRIO 2,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML1111,MOINHO 1,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML1211,MOINHO 2,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML1311,MOINHO 3,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML1411,MOINHO 4,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3101,DESCOMPACTADOR ALIMENTADOR 1,,,,,,,,
I724EML3102,ALIMENTADOR CARVÃO 1,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3103,RASPADOR ALIMENTADOR 1,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3110,VENTILADOR AR SELAGEM MOINHO 1,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3201,DESCOMPACTADOR ALIMENTADOR 2,,,,,,,,
I724EML3202,ALIMENTADOR CARVÃO 2,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3203,RASPADOR ALIMENTADOR 2,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3210,VENTILADOR AR SELAGEM MOINHO 2,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3301,DESCOMPACTADOR ALIMENTADOR 3,,,,,,,,
I724EML3302,ALIMENTADOR CARVÃO 3,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3303,RASPADOR ALIMENTADOR 3,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3310,VENTILADOR AR SELAGEM MOINHO 3,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3401,DESCOMPACTADOR ALIMENTADOR 4,,,,,,,,
I724EML3402,ALIMENTADOR CARVÃO 4,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3403,RASPADOR ALIMENTADOR 4,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3410,VENTILADOR AR SELAGEM MOINHO 4,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3501,VENTILADOR 1 AR IGNIÇÃO/RESF DET CHAMA,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3502,VENTILADOR 2 AR IGNIÇÃO/RESF DET CHAMA,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EML3503,VENTILADOR 3 AR IGNIÇÃO/RESF DET CHAMA,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I724EMS3502,VENT 2 AR RESF DET CHAMA - PARTIDA STANDBY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724EMS3501,VENT 1 AR RESF DET CHAMA - PARTIDA STANDBY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724EMT1002,VENTILADOR AR PRIMÁRIO 1,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT1006,VENTILADOR AR PRIMÁRIO 2,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT1111,MOINHO 1,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT1211,MOINHO 2,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT1311,MOINHO 3,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT1411,MOINHO 4,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3102,ALIMENTADOR CARVÃO 1,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3103,ALIMENTADOR 1 LIGADO/RASPADOR DESLIGADO,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3110,VENTILADOR AR SELAGEM MOINHO 1,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3202,ALIMENTADOR CARVÃO 2,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3203,ALIMENTADOR 2 LIGADO/RASPADOR DESLIGADO,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3210,VENTILADOR AR SELAGEM MOINHO 2,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3302,ALIMENTADOR CARVÃO 3,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3303,ALIMENTADOR 3 LIGADO/RASPADOR DESLIGADO,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3310,VENTILADOR AR SELAGEM MOINHO 3,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3402,ALIMENTADOR CARVÃO 4,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,, 
I724EMT3410,VENTILADOR AR SELAGEM MOINHO 4,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3501,VENTILADOR 1 AR IGNIÇÃO/RESF DET CHAMA,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EMT3502,VENTILADOR 2 AR IGNIÇÃO/RESF DET CHAMA,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724EVS3002,COMPORTA FECHAM RÁPIDO MOINHO 1,DESENERGIZADA/FECHAR,ENERGIZADA/ABRIR,ALTA,NÃO,NÃO,,,
I724EVS3002A,CONDIÇÕES PARA OPERAÇÃO DO MOINHO 1,AUSENTE,PRESENTE,ALTA,SIM,NÃO,,,
I724EVS3202,COMPORTA FECHAM RÁPIDO MOINHO 2,DESENERGIZADA/FECHAR,ENERGIZADA/ABRIR,ALTA,NÃO,NÃO,,,
I724EVS3202A,CONDIÇÕES PARA OPERAÇÃO DO MOINHO 2,AUSENTE,PRESENTE,ALTA,SIM,NÃO,,,
I724EVS3402,COMPORTA FECHAM RÁPIDO MOINHO 3,DESENERGIZADA/FECHAR,ENERGIZADA/ABRIR,ALTA,NÃO,NÃO,,,
I724EVS3402A,CONDIÇÕES PARA OPERAÇÃO DO MOINHO 3,AUSENTE,PRESENTE,ALTA,SIM,NÃO,,,
I724EVS3602,COMPORTA FECHAM RÁPIDO MOINHO 4,DESENERGIZADA/FECHAR,ENERGIZADA/ABRIR,ALTA,NÃO,NÃO,,,
I724EVS3602A,CONDIÇÕES PARA OPERAÇÃO DO MOINHO 4,AUSENTE,PRESENTE,ALTA,SIM,NÃO,,,
I724FL3010,VAZÃO AR PRIMÁRIO MOINHO 1,BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FL3020,VAZÃO AR PRIMÁRIO MOINHO 2,BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FL3030,VAZÃO AR PRIMÁRIO MOINHO 3,BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FL3040,VAZÃO AR PRIMÁRIO MOINHO 4,BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FLL3011,VAZÃO AR PRIMÁRIO MOINHO 1,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FLL3021,VAZÃO AR PRIMÁRIO MOINHO 2,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FLL3031,VAZÃO AR PRIMÁRIO MOINHO 3,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724FLL3041,VAZÃO AR PRIMÁRIO MOINHO 4,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724LH1101,NÍVEL SILO CARVÃO MOINHO 1,,,,,,,,
I724LH1201,NÍVEL SILO CARVÃO MOINHO 2,,,,,,,,
I724LH1301,NÍVEL SILO CARVÃO MOINHO 3,,,,,,,,
I724LH1401,NÍVEL SILO CARVÃO MOINHO 4,,,,,,,,
I724LL1106,NÍVEL SILO CARVÃO MOINHO 1,,,,,,,,
I724LL1206,NÍVEL SILO CARVÃO MOINHO 2,,,,,,,,
I724LL1306,NÍVEL SILO CARVÃO MOINHO 3,,,,,,,,
I724LL1406,NÍVEL SILO CARVÃO MOINHO 4,,,,,,,,
I724LL3111,NÍVEL ÓLEO ALIMENTADOR 1,,,,,,,,
I724LL3210,NÍVEL CAMADA CARVÃO ALIMENTADOR 2,,,,,,,,
I724LL3211,NÍVEL ÓLEO ALIMENTADOR 2,,,,,,,,
I731ZM4001,VÁLVULAS PARCIALIZADORAS TURBINA AP,FECHADAS,NÃO FECHADA,ALTA,SIM,NÃO,,,
I724LL3310,NÍVEL CAMADA CARVÃO ALIMENTADOR 3,,,,,,,,
I724LL3311,NÍVEL ÓLEO ALIMENTADOR 3,,,,,,,,
I724LL3401,MOINHO A24MML3004 ALTA TEMP. NO MANCAL DOS CILINDROS DO MOINHO,,,,,,,,
I724LL3410,NÍVEL CAMADA CARVÃO ALIMENTADOR 4,,,,,,,,
I724LL3411,NÍVEL ÓLEO ALIMENTADOR 4,,,,,,,,
I724MQE31101,QUEIMADOR I724MQE3110 - DISTURBIO NA QUEIMA DE ÓLEO ,,,,,,,,
I724MQE31102,QUEIMADOR 11 DIESEL,TRIP,NORMALIZADO,ALTA,SIM,NÃO,,,
I724MQE31201,QUEIMADOR I724MQE3120 - DISTURBIO NA QUEIMA DE ÓLEO ,,,,,,,,
I724MQE31202,QUEIMADOR 12 DIESEL,TRIP,NORMALIZADO,ALTA,SIM,NÃO,,,
